clean_text,label
dukung pak ganjar mewujudkan komitmennya untuk melanjutkan pembangunan ikn untuk menggerus ketimpangan pembangunan,netral
kita butuh pemimpin yang bisa melanjutkan pembangunan supaya tidak terbengkalai,positif
kalau pak ganjar yang maju pasti akan melanjutkan program pak jokowi enggak kayak paslon sebelah yang sudah pasti bakal cut of semua program pak jokowi,positif
pemerataan pembangunan sangat penting bagi rakyat mari selesaikan ikn,netral
dengan melanjutkan ikn di harapkan ketimpangan yang ada di indonesia bisa berkurang,netral
teruskan yang baik buang yang buruk semangat pak ganjar,negatif
lanjutkan pak bukan mau berdiri dalam bayangan pak jokowi tapi memang seharusnya terus berlanjut demi pembangunan yang merata,positif
mmbangun ekonomi rakyat lebih efektif ketimbang mmbangun gedung itu,negatif
tetap semangat terus ya pak ganjar,netral
iya nih biar pembangunan enggak di kota kota gede saja,negatif
akhirnya ada calon pemimpin yang bersikap tegas dan akan melanjutkan program yang sudah ada ini seperti ikn ini bersama pak ganjar wujudkan pembangunan,netral
kawal terus ganjar mahfud guyss,netral
calon presiden paling paling sih pak ganjar itu lopeyou pak,positif
pak ganjar terbaik wajib coblos sih,negatif
akhirnya pak ganjar bergerak untuk berkomitmen untuk meneruskan ikn ini dan mempercepat pembangunan yang adil,positif
dengan melanjutkan pembangunan ikn maka dana yang sudah di keluarkan tidak menjadi terbengkalai,netral
mewujudkan indonesia yang lebih baik dengan pak ganjar,positif
semangat pak ganjar kami semua yakin ikn akan rampung ditangan bapak,positif
lho pak bangunan e dereng wonten toh pembangunan e sampon pinten persen,negatif
untuk pembangunan bangsa indonesia pak ganjar pranowo yang tetap menjaga aturan undang undang di indonesia,netral
menuju indonesia emas apapun proses dan cara nya harus djalani jika dengan ikn bisa kenapa enggak,positif
penting untuk melanjutkan ikn dengan fokus pada implementasi strategis yang efektif guna mengejar tujuan pembangunan yang lebih adil dan merata di berbagai wilayah nusantara,positif
semangat pak kami berharap pak ganjar bisa melanjutkan pembangunan ikn,netral
bersama pasangan ganjar mahfud pasti akan sukses program ikn,positif
kita yakin kalau ikn akan memeratakan kesejahteraan di negeri ini untuk itulah perlu adanya pemimpin yang mau fokus merampungkan nya seperti pak ganjar ini ganjar tuntaskan ikn,netral
jika itu betul berarti indonesia harus membangun di setiap propinsi sebuah kota seperti ikn agar setiap propinsi tidak ada ketimpangan lagi agar pembangunan merata dari sabang merauke,positif
masih kuat gelontorkan duit dari apbn untuk meneruskan ikn ndung,netral
semangat bapak mari lanjutkan sama sama,positif
pak ganjar pasti bisa,netral
yang baik dilanjutkan yakin ikn itu baik ibu kota yang dperuntukkan untuk asn atau pejabat negara bagaimana logika nya dengan pemerataan ekonomi,positif
mari lanjutkan perjuangan sebelumnya yang belum selesai agar cepat selesai di era pak ganjar pranowo,positif
pak ganjar yang datang melihat ikn semoga yang akan menjadi penerus,netral
pemerataan ekonomi dan penduduk pun dapat menumbuhkan titik baru pertumbuhan ekonomi,netral
lanjutan terus pak pembangunan indonesia kami percaya bapak yang akan meneruskan,positif
tetap berdoa yang terbaik buat pak ganjar dan semoga lancar selalu dalam melanjutkan pembangunan ikn,positif
titik ketimpangan ekonomi memang terasa di indonesia pembangunan ikn harus dilanjutkan agar ekonomi negara bisa berjalan dengan baik,netral
kami semua siap mendukung pak ganjar untuk melanjutkan pembangunan ikn semoga sukses dan lancar,positif
doa dan harapan semoga bapak menang,positif
bersama pak ganjar wujudkan pembangunan yang merata untuk seluruh rakyat indonesia,netral
semoga pembangunan ikn terus berlanjut agar bisa bermanfaat bagi masyarakat semuanya,positif
saya yakin bapak lah yang akan melanjutkanya semoga ya pak,netral
kita pasti bisa bersama ganjar mahfud melanjutkan pembangunan secara merata disetiap daerah,positif
yang diragukan banyak orang jika memang sudah dibuatkan undang undang nya berarti harus dilaksanakan lanjutkan perjuangan ini pak kami yakin akan teralisasikan,positif
selamat datang di ikn melihat masa depan ada di tangan kita doa dan dukungan selalu buat bapak,positif
semoga bisa dilanjutkan sampai tuntas ya pak sehat selalu,netral
semangat pak yuk lanjutkan proyek ikn jangan sampai mangkrak ditengah jalan,negatif
masya allah pak ganjar ingin melanjutkan dan mendanai pembangunan ikn sampai tuntas,netral
lanjutkan proyek ikn pak mari wujudkan pembangunan yang adil dan merata bagi seluruh rakyat indonesia,positif
fann ikn itu nantinya hanya dihuni asn ibu kota enggak akan kalian rakyat biasa bisa ikut menikmatinya apalagi tanahnya itu punya orang orang jakarta juga adik prabowo sukanto tanoto dan konglo lain mereka yang dapat keuntungan dibeli dan digunakan tanahnya pakai apbn,negatif
semoga sukses dan dilancarkan pak progam melanjutkan ikn,positif
bersama ganjar yakin ikn pasti dilanjutkan untuk pembangunan yang lebih adil dan merata,netral
nah begini dong kampanyenya,negatif
tanya pemerintah pusat dong itu kan proyek pusat,negatif
mungkin sistem pembangunannya bisa lebih diperhatikan dan di kembangkan lagi ya pak ganjar,netral
orang miskin di jateng lebih utama daripada bangun gedung,negatif
hmmm sepertinya benar kalau dan itu sama satu barisan,negatif
antusiasme bersama masyarakat untuk komitmen dalam keadilan,netral
setelah fokus ke ikn jangan lupa kita fokuskan ke daerah lain ya pak mungkin bisa difokuskan ke aceh dimana semakin hari semakin banyak orang rohingnya yang datang,positif
apa ganjar jika melanjutkan program jokowi bukan berarti ia terus dalam bayangan jokowi tapi ia hanya ingin menuntaskan yang semsstinya agar tidak terabaikan mantuuuuuul pak,negatif
apa ganjar harus menjadikan ikn pembangunan negeri yang bisa di jadikan contoh oleh negara lain jangan sampai sia sia untuk pembangunan nya,negatif
pembangunan di nusantara menjadi sorotan bagi bangsa dan negara lain oleh karena itu harus diperhatikan lebih dalam lagi pak,negatif
pertama logikanya salah ganjar tidak bertanding lawan jokowi justru penelaahan ganjar terhadap ikn adalah obyektif apalagi ikn sudah diperkuat dengan keberadaan uu ikn meneruskan ikn bukan tanda pro jokowi tapi pro konstitusi pro konstitusi adalah pedoman ganjar mahfud,negatif
semoga indonesia semakin maju bersama ganjar mahfud jaya,positif
betul sekali tuh pak ganjar apa yang jadi program dahulu harus dilanjutkan di masa depan,positif
mending biaya ikn buat perbaikan jalan negara propinsi yang rusak berat pak di sumut jambi riau lampung kalimantan sulawesi irian maluku banyak yang rusak parah kalau jalan bagus ekonomi pasti maju pemerataan pembangunan cepat terwujud,positif
semoga setelah ikn rampung wilayah wilayah lain di indonesia juga dapat ditingkatkan pembangunan daerahnya,positif
kidung hikmat semesta raya ganjarmahfud barokah menang satu putaran secara terhormat bersama rakyat ganjarmahfud wibawa martabat gotong royong konstitusional ganjarmahfud barokah menangkan masa emas indonesia unggul,netral
benar banget pak musti dilanjutkan jangan perubahan perubahan saja seperti siapa ya karena enggak semua program pak jokowi buruk banyak bagusnya kok seperti pembangunan ikn ini,negatif
optimiss bersatu untuk maju sipalingganjar pilih nomor gama sama nang,positif
awalnya saya anggap terbaik hanya ganjar atau anies tapi akhir ini lihat ganjar tidak bisa berkutik di puan dan megawati akhirnya yang terbaik tinggal anies,positif
ayo pak pimpin negara ini lanjutkan supaya pembangunan lebih baik tertata supaya menjadi indonesia unggul secepatnya,positif
with keren pak ganjar sudah inisiatif akan melanjutkan pembangunan di ikn semoga sukses dan lancar pak,positif
mari wujudkan pembangunan yang adil dan merata bersama pak ganjar gaspol,netral
pak ganjar akan tetap bersama rakyat tuanku rakyat banyka yang mendukung pak ganjar,positif
pak ganjar ini harapan rakyat yang berpikiran cerdas,positif
yang kurang baik diperbaiki tentunya ikn perlu dilanjutkan demi pemerataan pembangunan serta mengatasi ketimpangan sehingga tercapainya keadilan kemakmuran dan kemajuan bangsa indonesia,positif
ada yang pesimis tapi tidak untuk ganjar tetap tuntaskan pembangunan ikn untuk menggerus ketimpangan sosial ekonomi yang untuk mewujudkan kesejahteraan yang merata untuk indonesia,negatif
hanya ganjar mahfud yang akan mampu menyelesaikan ikn dengan baik mari kita wujudkan pembangunan yang adil dan merata,netral
semoga dengan hadirnya pak ganjar ketimpangan negara ini makin menipis,positif
jika pak ganjar yang memimpin di jamin beliau akan melanjutkan ini semua,positif
kebijakan yang baik dari pemerintahan saat ini harus di lanjut kan yang tidak baik dan merugikan rakyat harus di evaluasi agar kesinambungan keberlanjutan pembangunan terlaksana dengan baik,negatif
yakin hanya pka ganjar yang mampu melanjutkan pembangunan ikn,netral
ada yang gagal ada yang pesimis tapi tidak untuk ganjar tetap tuntaskan pembangunan ikn untuk menggerus ketimpangan sosial ekonomi yang untuk mewujudkan kesejahteraan yang merata untuk indonesia,negatif
benar sekali pak harus terus dilanjutkan,negatif
kita dukung pak ganjar untuk menuntaskan pembangunan ikn,netral
melanjutkan yang sudah ada bukan hal yang gampang pak semangat,negatif
salam jari indonesia unggul ganjar mahfud mewujudkan indonesia lebih baik,positif
kita yakin pak ganjar mampu tuntaskan ikn,positif
pembangunan yang merata bagi seluruh rakyat indonesia salam jarii,positif
pak ganjar adalah otnag ynag tepat untuk menuntaskan ikn n,positif
terima kasih bapak sudah berusaha mewujudkan pembangunan,positif
melanjutkan ikn demi merata nya pembangunan yang belum usai ini agar adil bagi rakyt,netral
lanjutkan saja pak perjuangan yang belum usai itu biar rakyat mendapatkan pembangunan yang merata,negatif
tidak apa apa melanjutkan demi kebaikan dan mencegah kerugian materi lainnya,positif
semangat pak ganjar terus berjuang untuk menuntaskan pembangunan ikn,positif
demi pembangunan yang merata di seluruh nusantara mari semangati dan dukung pak ganjar untuk melanjutkan pembangunan ikn,positif
cuma beliau yang memiliki pemikiran baik seperti ini untuk masyarakat dan negeri kita belum tentu capres lain bisa seperti beliau,positif
ini demi pembangunan ikn yang sudah dimulai mari kita mendukung pak ganjar untuk menuntaskan,netral
dukung terus pembangunan ikn salam tiga jari,positif
mari mendukung bapak ganjar untuk melanjutkan progam baik yang sudah ada,positif
apa yang sudah dibuat harusnya dilanjutkan sampai selesai adalah bukti tanggung jawab,negatif
calon pemimpin yang baik sih harusnya memang gercep seperti ini ya tahu keinginan masyarakat nya seperti apa,positif
ayo seluruh masyarakat indonesia kita satukan dukungan buat orang baik agar bisa mewujudkan pembangunan yang adil dan merata,positif
nah ini yang harusnya dilakukan dengan baik pembangunan harus segera diselesaikan dengan baik nih,negatif
pentingnya tidak hanya menjalankan undang undang tetapi juga mengedepankan komitmen untuk mengurangi ketimpangan pembangunan mencerminkan kepedulian terhadap pemerataan pembangunan di seluruh wilayah,positif
insyaallah bersama pak ganjar pranowo pembangunan die indonesia akan terwujud,positif
mari kita wujudkan pemerataan pembangunan indonesia bersama presiden baru pak ganjar,netral
oke lanjutkan pak ganjar kami tetap mendukungmu,positif
yess pakai banget ketika ganjar bilang lkn harus dulanjutkan,positif
pak ganjar bisa mewujudkannya semoga ya pak siap dukung pak ganjar,netral
ikn adalah proyek untuk seluruh rakyat indonesia semoga bisa bermanfaat untuk semua,positif
telihat ibu kota negera kita sudah setengah jadi dengan presiden baru pak ganjar,negatif
semoga di beri kelancaran dalam terwujudnya ikn pak,positif
hanya pak ganjar yang melanjutkan program program pembangunan pak jokowi untuk menjadikan negara ini lebih maju,positif
semoga pak ganjar mampu mewujudkan cita cita dan harapan rakyat indonesia,positif
makin matang gue dukung ganjar secara dia akan lanjutkan ikn,positif
mugi njenengan berkantor teng ikn pak gasssganjarmahfud,negatif
mari tuntaskan ikn semakin lebih baik lagi,positif
dievakuasi memang ada bencana om,negatif
bismillah semoga pak ganjar mampu melanjutkan ikn semakin maju,positif
betul pak ganjar lanjutkan yang baik dan benahi yang kurang baik agar lebih,netral
semangat ya pak ganjar yuk lanjutkan,netral
lah ikn itu kan sudah ada uu nya siapapun presidennya wajib lanjutkan kecuali nanti pendukungnya kuasai dpr baru bisa ubah kenapa bukan ditanyakan yang krusial lanjutkan ikn dengan cara menguras apbn atau tidak membebani apbn,positif
maju terus pak ganjar masyarakat yakin ikn akan tuntas di tangan bapak,positif
saya percaya pak ganjar akan menuntaskan dan melanjutkan apa yang sudah berjalan dj ikn,positif
sehebat apapun anda bicara tetaplah tunduk pada yang kuasa,netral
semoga diberi kelancaran agar pak ganjar bisa melanjutkan pembangunan ikn,netral
bersama pak ganjar kita wujudkan pembangunan indonesia secara merata dan adil jangan ada yang tertinggal,positif
kami yakin hanya ganjar mahfud yang akan mampu menyelesaikan ikn dengan baik mari kita wujudkan pembangunan yang adil dan merata,positif
bekerja secara nyata dan terbukti hasil kinerjanya ya hanya pak ganjar mahfud dong,netral
nuwun sewu pak mahluk ini kenapa tidak diajak mengunjungi ikn,positif
walau tidak didukung ikn tetap dilanjutkan oleh mas ganjar kok,positif
lanjutkan dan tuntaskan agar tidak sia sia apa yang sudah digelontorkan untuk ikn,netral
bismilah pakai ganjar calon pemimpin indonesia yang selalu kita harapkan,positif
yuk kita gaskan pembangunan di indonesia kita agar semakin lebih maju dan merata,positif
tetap prioritaskan keadilan dan kesejahteraan yang merata pak agar tidak tercipta tumpang tindih,positif
nantinya ikn akan menjadi penggerak ekonomi indonesia di masa depan,netral
pembangunan berkelanjutan menjadikan indonesia sebagai contoh global dalam pelestarian lingkungan dan sumber daya alam,netral
bismilah bersama pakai ganjar pranowo indonesia lebih maju lagi,positif
pak ganjar wujud indonesia lebih baik lagi maka dari itu kita pilih no menuju indonesia unggul,positif
bersama pak ganjar pranowo indonesia menjadi pemimpin dalam inovasi teknologi terkini mengangkat standar kehidupan masyarakat,netral
ikn mesti harus di teruskan dan di lanjutkan pak siap mantap pak ganjar lanjutkan pengerjaan dan teruskan ikn,positif
boleh dijelaskan sekalian seurgent apa melajutkan ikn atau mengentaskan kemiskinan dan kebodohan di dalam negeri mengingat umr jateng masih rendah,negatif
pemerataan pembangunan merupakan kebutuhan semua masyarakat semoga bapak bisa melaksanakannya,positif
pembangunan ikn ini oleh pak ganjar pasti bisa lebih cepat,positif
mari doakan pak ganjar semoga pembangunan ini berjalan dengan lancar,positif
ikn harus lanjut dan harus sukses pembangunannya,positif
mari maju bersama ganjar mahfud untuk membangun indonesia lebih maju dan berkembang,netral
entar lagi pak lurah pasti menyusul kesana,negatif
semoga bisa terwujud ya pak kami setia mendukung,positif
dukungan kita untuk visi inklusif pak ganjar dalam melanjutkan pembangunan ikn,netral
kita bersama sama berharap ikn dapat menjadi contoh pembangunan yang memberikan manfaat untuk semua,positif
betul pak ikn harus di lanjutkan kami sanggt mendukung perubahan,positif
mendukung penuh pembangunan ikn demi terwujudnyaa pembangunan yang adil dan merata bagi seluruh rakyat indonesia,positif
mendukung tekad pak ganjar untuk menjadikan ikn sebagai sarana mengatasi disparitas pembangunan,positif
ganjar pilihan yang tepat untuk memimpin indonesia maju dengan tuntasnya pembangunan ikn,positif
plis pak kalimantan ini hutannya termasuk sangat penting buat keberlangsungan bumi kalau nanti terpilih presiden coba di kaji ulang pak,positif
mendukung ganjar adalah mendukung visi jelas untuk menuntaskan ikn dan membawa negeri ini ke tingkat lebih tinggi,positif
apakah dengan melanjutkan ikn bisa mewujudkan pembangunan yang adil dan merata kayaknya den ganjar sudah mulai konsumsi asam sulfat,netral
kalau alasannya ikn prabowo malah lebih jelas mas disana ada jokowi,netral
semoga pak ganjar bisa mengatasi masalah ketimpangan ini nantinya,positif
semoga program ikn bisa cepat terselesaikan semangat pak ganjar semua mendoakan yang terbaik untuk pak ganjar,positif
penting untuk memastikan bahwa ikn memberikan manfaat kepada semua lapisan masyarakat termasuk yang berada di daerah terpencil,netral
dengan penyelesaian pembangunan ikn yang efektif dan inklusif diharapkan akan terjadi pemerataan pembangunan yang lebih merata bagi seluruh rakyat indonesia,netral
semangat pak ganjar melanjutkan ikn diharapkan dapat menciptakan peluang ekonomi yang merata bagi seluruh lapisan masyarakat di berbagai wilayah indonesia,positif
peran penting ikn terletak pada kemampuannya untuk mempercepat pembangunan infrastruktur yang mendukung pertumbuhan ekonomi di indonesia,netral
komitmen untuk mengurangi ketimpangan pembangunan merupakan langkah positif dalam mencapai kesejahteraan bersama,netral
mari wujudkan pembangunan yang adil dan merata bagi seluruh rakyat indonesia,positif
ikn membawa harapan baru untuk mewujudkan pembangunan yang adil dan merata di seluruh indonesia,netral
merata bagi seluruh rakyat kalimantan,positif
mantap pak ganjar tuntaskan ikn,positif
meskipun membutuhkan waktu yang cukup lama tapi yakin di tangan pak ganjar akan selesai pada waktu yang telah ditentukan,positif
penerus yang cocok untuk melanjutkan ikn hanya pak ganjar semoga dilancarkan niat baiknya,positif
cita bangsa akan terwujud di bawah kepemimpinan pak ganjar,positif
kominmen kepemimpinan pak ganjar memang tegas lanjutkan pak,netral
hanya pak ganjar yang mampu membenahi indonesia,positif
hanya pak ganjar yang mampu tuntaskan ikn semangat,netral
gaspollll pak semoga lancar dan sukses,positif
raut wajah bahagia orang bisa bertemu langsung dengan pak ganjar,positif
mega proyek ikn merupakan gagasan dan ide cemerlang untuk pemerataan pembangunan yang adil dan merata,positif
pembangunan adil dan merata apa dengan harus memindahkan ibu kota,netral
menambah ketimpangan baru sih lebih tepat nya,negatif
tuntas kan dulu wadas baru koar soal ikn,netral
akan beliau tuntaskan ikn dan pemerataan pembangunan di indonesia lainnya,netral
dilanjutkan tapi dengan catatan nah pak ganjar kasih lah catatan nya apa saja yang kureng dari cara jokowi membangun ikn,netral
kami yakin bakal ganjar yang bisa menuntaskan hal ini semangat pak,positif
bismillah semoga bisa ya pak melanjutkannya insyaallah,netral
artinya sama saja prabowo dan ganjar,netral
kita sudah dihadapkan oleh calon pemimpin yang memang memiliki visi misi luar biasa tujuan dan gagasan yang harus didukung,netral
di bawah kepemimpinan pak ganjar nanti yakin ikn bisa diselesaikan secara tepat waktu,netral
bagaimana caranya tetap membangun ikn tapi mewujudkan pembangunan yang adil merata bagi seluruh rakyat indonesia apa negara ini punya uang yang berlimpah atau mau ngutang yang berlimpah,negatif
sekaranglah saatnya kita butuh pemimpin yang bisa melanjutkan apa yang sedang dimulai saat ini,positif
ikn memang harus terus dilanjutkan walaupun nanti berganti kepemimpinan,netral
niat baik dan tulus dari pasangan ganjar mahfud memang perlu mendapatkan dukungan dari masyarakat indonesia,netral
kalau adil dan marata harusnya dirasakan semua propinsi den,positif
kesejahteraan untuk seluruh masyarakat indonesia akan selalu diusahakan oleh pasangan ganjar mahfud,netral
ratusan triliun hanya untuk membangun satu titik kawasan apa bisa disebut pembangunan yang adil dan meratakan pembangunan,negatif
duitnya ada pak,positif
pak misal bapak menang amin dan jadi presiden apakah perusahaan salah satu adik capres akan tetap jadi pemain utama di ikn,netral
bukannya wadas itu proyek strategis nasional ya kewenangan presiden langsung melalui kementrian terkait ya,negatif
jaga selalu sehat mas capres salam gaspol support dari fh ugm,positif
papua dapat apa dari pembangunan ini mas,negatif
mungkin itu pengurai banyak hal sifatnya bikin bangsa ini bernilai tiap jengkal tanah air hanya tahu kepemimpinan ganjarmahfud optimis ikn terkumpul anggaran penuntasan korupsi dan mar up kerugian perekonomian negara kan bravoo,positif
nah begini yang bisa menaikkan elektabilitas pak hehehehe,positif
pembangunan yang merata tapi di tumpuk di satu titik antara ide dan realisasi nya enggak menyambung rumah keluarga saya banyak di dekat lokasi ikn itu mereka cerita bahwa pkerja nya dari cina lalu manfaat nya di mana ikn itu untuk rakyat kecil yang susah cari sesuap nasi,positif
merata dari mana paakk,positif
ikn sudah dimulai dan harus dilanjutkan bukan sekadar melaksanakan undang undang tapi juga komitmen menggerus ketimpangan pembangunan dari nusantara kita wujudkan pembangunan yang adil dan merata bagi seluruh rakyat indonesia,positif
meminta saja sama sih bahlil katanya investor makin gacor setelah ditinggal pimpinan otorita ikn,negatif
deh dapat jabatan nih,negatif
kemarin katanya sisa angaran buat ikn yang bersumber dari apbn tinggal t tiba bocah ingusan meminta tambah t uangnya dari mana yang t lagi dari tunggu tapera,netral
weleh kwmungkinan enggak akan beres kpk lakukan pengawasan pada semua pejabat yang lagi mengurusi ikn anggran besar banget,negatif
proyek bancakan nih menambah utang jadi enggak kari karuan,negatif
sumbernya dari apbn apa investor sudah banyak investor masuk coba bukalah biar rakyat tahu,negatif
buat ikn apa buat modal kampanye om,negatif
nenek gue juga bisa kalo begitu an mah,netral
ambisi proyek pribadi jokowi yang tidak jelas padahal itu duit ikn bisa beli peralatan tempur mirage ex qatar mirage ex uea mirage ex yunani f ex yunani sih saja super hercules ex inggris tank harimau fregat duke class ex inggris,negatif
tebak duitnya darimana,negatif
wong sumber dari apbnny sudah atau begitu harusnya kan ada pembiayaan lain mana investor yang katanya akan banyak masuk,negatif
demi ikn keuangan negara habis an pajak rakyat digenjot bikin aturan wajib tapera cari sumber dana dengan buat regulasi kenaikan tax dan buat aturan sumber tax yang baru endonesah ini demi legitimasi seorang presidennya,negatif
suatu hari akan sama nyungsepnya,positif
lah meminta tambahan amggaran mengira bisa datengin investor,negatif
aduh si ag disuruh mengurus tata kota ya begini hasilnya,netral
usul jangan tanggung trilliun saja sekalian,negatif
enak amat tinggal meminta doang,positif
baru login sudah mengaco,netral
nambahnya dari apbn apbn nambahnya dari utang,negatif
duit lagi duit lagi apa sih urgensinya bikin ikn,negatif
potensi kerugian negara dari korupsi di tahun hampir triliun silakan diambil,negatif
buat bangun sekolah jembatan atau benerin jalan padahal lebih berguna etapi masa bodoh dink ya sist yang penting bangun ikn ikn kebanggaanku,positif
kenapa jokowi enggak mengangkat orang ini langsung jadi kepala otorita ikn saja,negatif
katanya investor sudah pada masuk masa uang negara di habiskan,negatif
butuh duit tinggal meminta,negatif
kenapa enggak ribu triliun saja sekalian tambahnya,negatif
ngambil kesempatan dalam kesempitan su,netral
waduh jadi ingat tapera,netral
yakin hanya segitu,positif
jangan kawatir masih banyak dana yang bisa diserap,positif
cair barang itu,netral
tenang saja kecil segitu mach saldo masih banyak dikantong,netral
jadi ingat biaya kampanye kemarin cuma ratusan ribu,negatif
ini buat rapbn gaes,netral
memang partai yang berlandaskan,positif
jadi tanda tny kenapa yang kemarin mundur,negatif
hahahhahaha psi broooo berani enggak,negatif
duite mbahmu boleh,negatif
baru juga seminggu,netral
raja tapi wakil begimana cerita selanjutnya kami sebagai aparatur negara anggota pilar selalu mempertahankan mengamankan menentramkan dan menertibkan semua mengajak pada warga negara untuk membangun jiwa raga terlebih dahulu agar di dalam jiwa kuat ada raga yang sehat,positif
begitu dilantik langsung meminta duit,negatif
enteng banget hamburkan uang rakyat enggak takut akherat,negatif
t kalau dijadikan beasiswa hasilnya berapa orang lulusan sarjana tuh,negatif
sudah di taksir berapa pendapatn pajak negara yang diambil dari kedok tapera t itu kecil dan yakinlah usulan ini pasti di setujui,netral
kalau belum mampu dipaksakan sesuaikan dengan kantong sendiri,netral
pemadat anggaran baru juga menjabat dan cuma plt ide pertama ygterlintas dikepala tambah anggaran penyelesaian pembangunan tidak menjadi prioritas tapi tambah anggaran,netral
usul apa disuruh pak lurah cek ombak,negatif
akhirnya apbn jadi andalan untuk ikn,netral
sumbernya dari mana semula kan ikn tidak pakai sumber apbn anggaran makan siang gratis kepotong lagi dong,negatif
usul saja mumpung presidennya baik,positif
jual ginjal seluruh rakyat pak,negatif
ini contoh pengelola ikn yang lack of salesmanship bisanya hanya spending budget,netral
baru diangkat deh meminta tambahan aggaran mantab bro lanjutkan lah biar rakyat nanti yang pontang panting memikirkan dana apalagi yang bisa digunakan untuk ikn,negatif
sabar ya tunggu tapera acc lumayan tuh dana nya,netral
selama dia masang badan kaesang pak jkw akan mengabulkan semua permintaannya,netral
kalo hanya tambah anggaran semua orang juga mampu,positif
baru beberapa hari menjabat sudah meminta duit,netral
meminta saja ke bos tambanh,negatif
enak nya langsung meminta anggaran psi psi,negatif
kelas menengah siap dipalakin,positif
lah sudah usul meminta tambahan t t an saja,negatif
bukankah mas wakil menteri agraria ini diberi tugas untuk menyelesaikan persoalan kepemilikan hak atas tanah di ikn kenapa sekarang malah mengurusi pengelolaan gedung dan bangunan pakai usul meminta tambahan anggaran segala,negatif
pertanyaanya apakah semua usulan tambahan itu enggak dipikirkan dan dihitung anggarannya sejak awal ya kok bisa meminta tambahan anggaran sebesar itu,netral
hahahahahaha baru juga seminggu,negatif
pantas ngotot suruh raktat nabung tapera,netral
begini dong langsung kelihatan kerjanya,positif
tenang hutangnya baru rp an triliun belum mencapai ribu triliun,netral
sudah kenal duit,positif
sabar jul panjul duit tapera belum ngumpul nih,positif
duh mas masih banyak daerah lain yang sangat jauh ketimpangan infrastrukturnya jalan akses susah hanya bisa dilewatin motor atau berjalan kaki itu juga yang diprioritasin kalau sekarang dibangun terbayang tahun akan kelihatan kemajuannya,negatif
meminta ke siapa kan investor yang membiayai,negatif
usulan bagus tapi coba cari dana sendiri dulu ya nanti diganti,netral
gass duit mah bisa dicari,negatif
keruk lagi kas negoro aji mumpung,netral
nanggung kurang kalo cuma segitu kan masih bisa menarik dari iuran seluruh masy indonesia,positif
jauh api dari panggang pak semua kalau menuju ikn dari pulau sumatera dan jawa harus naik pesawat ke ikn yang sebelumnya kalau ke jakarta bisa naik kereta bis dan mobil kalau jadi ke ikn harus naik pesawat sementara ticket pesawat domestik betapa mahalnya sampai skrggg,negatif
saya berharap presiden terpilih nanti komitmen melanjutkan pembangunanya demi pembangunan indonesia seutuhnya jangan sampai ada bendera bendera selain merah putih berkibar dikarenakan merasa tidak mendapatkan kemakmuran padahal merasa berjuang mengibarkan merah putih di,positif
alasan yang penuh dengan alasan alasan yang enggak masuk otak,positif
yang akan dirubah itu ideologi min,netral
mengapa pak menghinati partai yang membesarkan anda,negatif
pemerintah akan lebih fokus bekerja dan tidak terganggu aksi demo depan istana jika ikn pindah keluar jawa,netral
bapak sebagai pemimpin saya jamim banyak yang menuntut pertanggung jawaban bapak di akhirat nanti,positif
pemindahan ibu kota itu pilihan penting yang harus dilakukan yang seharusnya dilakukan sebelum periode pak jokowi tapi daripada tidak sama sekali ya lebih baik terlambat jakarta sudah sakit dan masih banyak masalah lingkungan yang lain,negatif
kalo seandainya yang jadi presidennya ganjar saya usulkan ikn diteruskan dijadikan wisata nusantara terbesar se asia,netral
akan buat tata kota baru tersebar dari aceh sampai papua yang berada dalam lingkungan masyarakat kota yang sudah ada sehingga tata kota modern bisa dirasakan secara adil oleh masyarakat bukan eksklusif hanya kota untuk kalangan pejabat dan kelompok hedonis dan china,positif
yang enggak mau ikut tinggal saja pak,negatif
otorita ikn yang ditunjuk presiden juga membebaskan ikn dari model pemda yang partisan yang bias kepentingan partai pengusung bencana banjir rob yang dialami jakarta juga bakal makin parah seiring krisis iklim itu bukan satu nya masalah jakarta pindah memang keniscayaan,positif
setuju pak membangun ikn memang tidak mudah kalau tidak mulai dari sekarang terus mau menunggu apalagi soal pro dan kontra sudah biasa lanjutkan pak visi misi bapak memang untuk jangka panjang bagi yang tidak setuju ya silakan kritik tapi kritik yang membangun,positif
karena kelompok pekaes apalagi sih liziek enggak akan pernah bisa menginjak bumi kalimantan,negatif
calon presiden kita ini pak hehe,positif
asal jangan merusak hutan sebagai paru paru dunia dan jangan merusak ekosistem sebagai kelangsungan flora dan fauna kita,negatif
langkah yang sangat tepat pisahkan ibu kota negara dengan kota pusat pertumbuhan ekonomi contoh pusat pertumbuhan ekonomi di australia ada di sidney ibu kota negara ada di canberra pusat pertumbuhan ekonomi canada ada toronto ibu kota negara ada di ottawa,positif
tolong di bereskan pakai pt wika gedung untuk mau membayar gajih kami,negatif
pak kenapa tidak kota samarinda balikpapan saja anda jadikan sebagai ibu kota,netral
terima kasih sampai jumpa raja paduka,positif
ya dhak langsung drun semua bertahap jangan dibuat pikiran pemerintah sudah berpikir dan merencanakan sesuai undang,negatif
semoga bapak tahu air bersih yang buat siram tanaman itu bukan dari sumur pendek seperti di jawa air bersih harus beli bertangki untuk pembangunan dan konsumsi pekerja yang bangun ikn masih ada yang harus mandi pakai air kubangan di kebun saking sulitnya air bersih,negatif
